fold,U,W,batch,method_outcome,batch_index2,batch_index,iteration,realTimeInSeconds,elapsedTimeInSeconds
fold1,37.37060312568787,97.00154372478181,batch.ind3,boosting_postrelapse_num,5,3,23,2385.045,39.64243
fold2,21.824841535346422,103.39503967310654,batch.ind3,boosting_postrelapse_num,5,3,23,2385.045,39.64243
fold3,37.57549039033089,129.38453282471258,batch.ind3,boosting_postrelapse_num,5,3,23,2385.045,39.64243
fold4,15.786347829914604,110.49211265054458,batch.ind3,boosting_postrelapse_num,5,3,23,2385.045,39.64243
fold5,37.67505448781454,101.38615454155985,batch.ind3,boosting_postrelapse_num,5,3,23,2385.045,39.64243
fold6,11.808301961561323,113.44522718479149,batch.ind3,boosting_postrelapse_num,5,3,23,2385.045,39.64243
fold7,28.003773792496425,122.50237706386514,batch.ind3,boosting_postrelapse_num,5,3,23,2385.045,39.64243
fold8,18.017822566449567,90.57371395772573,batch.ind3,boosting_postrelapse_num,5,3,23,2385.045,39.64243
fold9,28.03509505368773,104.13624298654653,batch.ind3,boosting_postrelapse_num,5,3,23,2385.045,39.64243
fold10,37.46520380315169,123.57046055077946,batch.ind3,boosting_postrelapse_num,5,3,23,2385.045,39.64243
fold1,15.899867885060003,74.74797990062443,batch.ind4,boosting_postrelapse_num,5,4,24,2385.045,39.64243
fold2,22.258389261744966,103.6784101909861,batch.ind4,boosting_postrelapse_num,5,4,24,2385.045,39.64243
fold3,25.88267664538851,97.49754773121633,batch.ind4,boosting_postrelapse_num,5,4,24,2385.045,39.64243
fold4,16.001100158422812,110.79580779550119,batch.ind4,boosting_postrelapse_num,5,4,24,2385.045,39.64243
fold5,17.99049504950495,105.8764275113343,batch.ind4,boosting_postrelapse_num,5,4,24,2385.045,39.64243
fold6,30.998311817279045,102.13465250433822,batch.ind4,boosting_postrelapse_num,5,4,24,2385.045,39.64243
fold7,25.970220677212822,106.3122643484056,batch.ind4,boosting_postrelapse_num,5,4,24,2385.045,39.64243
fold8,31.937659565102564,80.28887983422493,batch.ind4,boosting_postrelapse_num,5,4,24,2385.045,39.64243
fold9,21.83262123948377,92.87323894362711,batch.ind4,boosting_postrelapse_num,5,4,24,2385.045,39.64243
fold10,31.49722650231125,93.63275748370239,batch.ind4,boosting_postrelapse_num,5,4,24,2385.045,39.64243
fold1,31.6215573608084,85.89302690235401,batch.ind5,boosting_postrelapse_num,5,5,25,2385.045,39.64243
fold2,27.840468853180717,111.65519333622908,batch.ind5,boosting_postrelapse_num,5,5,25,2385.045,39.64243
fold3,21.819078947368418,122.97618561384954,batch.ind5,boosting_postrelapse_num,5,5,25,2385.045,39.64243
fold4,41.46653534642134,99.68658309099352,batch.ind5,boosting_postrelapse_num,5,5,25,2385.045,39.64243
fold5,22.00337726342655,136.20873276575531,batch.ind5,boosting_postrelapse_num,5,5,25,2385.045,39.64243
fold6,15.824420677361854,110.30095129334167,batch.ind5,boosting_postrelapse_num,5,5,25,2385.045,39.64243
fold7,21.963839904893995,95.04321960837125,batch.ind5,boosting_postrelapse_num,5,5,25,2385.045,39.64243
fold8,23.493506493506494,92.09917516444506,batch.ind5,boosting_postrelapse_num,5,5,25,2385.045,39.64243
fold9,24.183711204050187,96.01903860939116,batch.ind5,boosting_postrelapse_num,5,5,25,2385.045,39.64243
fold10,25.468496136318606,100.68875608296388,batch.ind5,boosting_postrelapse_num,5,5,25,2385.045,39.64243
fold1,17.98465279000176,86.26239677486865,batch.ind1,contrastReg_postrelapse_num,1,1,1,27393.606,7.608049
fold2,38.09803921568627,131.593914748402,batch.ind1,contrastReg_postrelapse_num,1,1,1,27393.606,7.608049
fold3,21.75184875429175,113.24393731697974,batch.ind1,contrastReg_postrelapse_num,1,1,1,27393.606,7.608049
fold4,35.96930558000352,108.49185918911954,batch.ind1,contrastReg_postrelapse_num,1,1,1,27393.606,7.608049
fold5,24.40233669559089,102.51577910670609,batch.ind1,contrastReg_postrelapse_num,1,1,1,27393.606,7.608049
fold6,18.25541478462047,83.10309935597768,batch.ind1,contrastReg_postrelapse_num,1,1,1,27393.606,7.608049
fold7,29.99079207920792,110.80141175513855,batch.ind1,contrastReg_postrelapse_num,1,1,1,27393.606,7.608049
fold8,11.78501628664495,101.29672090607218,batch.ind1,contrastReg_postrelapse_num,1,1,1,27393.606,7.608049
fold9,39.580380931410325,91.00673700287628,batch.ind1,contrastReg_postrelapse_num,1,1,1,27393.606,7.608049
fold10,18.017822566449567,96.37683105217253,batch.ind1,contrastReg_postrelapse_num,1,1,1,27393.606,7.608049
fold1,19.909814060952797,102.72556419599657,batch.ind2,contrastReg_postrelapse_num,1,2,2,27393.606,7.608049
fold2,23.91529621557361,103.01614352804378,batch.ind2,contrastReg_postrelapse_num,1,2,2,27393.606,7.608049
fold3,26.055227823024435,119.45874380378956,batch.ind2,contrastReg_postrelapse_num,1,2,2,27393.606,7.608049
fold4,32.00008800686454,104.25372180262093,batch.ind2,contrastReg_postrelapse_num,1,2,2,27393.606,7.608049
fold5,26.055227823024435,95.52234414386642,batch.ind2,contrastReg_postrelapse_num,1,2,2,27393.606,7.608049
fold6,30.09289521208651,88.57760415022628,batch.ind2,contrastReg_postrelapse_num,1,2,2,27393.606,7.608049
fold7,35.52446998216762,119.05690777736505,batch.ind2,contrastReg_postrelapse_num,1,2,2,27393.606,7.608049
fold8,26.19113698388943,110.0634850148224,batch.ind2,contrastReg_postrelapse_num,1,2,2,27393.606,7.608049
fold9,19.713691301763422,101.96710185040904,batch.ind2,contrastReg_postrelapse_num,1,2,2,27393.606,7.608049
fold10,13.983454709467338,77.89714527507273,batch.ind2,contrastReg_postrelapse_num,1,2,2,27393.606,7.608049
fold1,37.470036999515486,99.8761767999435,batch.ind3,contrastReg_postrelapse_num,1,3,3,27393.606,7.608049
fold2,21.467226148409893,100.88465654726058,batch.ind3,contrastReg_postrelapse_num,1,3,3,27393.606,7.608049
fold3,32.187431212854946,104.74437013235607,batch.ind3,contrastReg_postrelapse_num,1,3,3,27393.606,7.608049
fold4,24.184491978609625,117.79910226799947,batch.ind3,contrastReg_postrelapse_num,1,3,3,27393.606,7.608049
fold5,29.97349018399507,101.83747882483075,batch.ind3,contrastReg_postrelapse_num,1,3,3,27393.606,7.608049
fold6,23.98069306930693,92.63247524752475,batch.ind3,contrastReg_postrelapse_num,1,3,3,27393.606,7.608049
fold7,26.026724612168554,90.8520801031461,batch.ind3,contrastReg_postrelapse_num,1,3,3,27393.606,7.608049
fold8,19.825311942959,102.56001737388378,batch.ind3,contrastReg_postrelapse_num,1,3,3,27393.606,7.608049
fold9,30.036566852214474,94.66549679581372,batch.ind3,contrastReg_postrelapse_num,1,3,3,27393.606,7.608049
fold10,23.993432487734047,111.4243861329192,batch.ind3,contrastReg_postrelapse_num,1,3,3,27393.606,7.608049
fold1,34.568654646324546,120.87989164685631,batch.ind4,contrastReg_postrelapse_num,1,4,4,27393.606,7.608049
fold2,21.933303993838706,129.67560471477245,batch.ind4,contrastReg_postrelapse_num,1,4,4,27393.606,7.608049
fold3,25.966316623736873,94.51488248655656,batch.ind4,contrastReg_postrelapse_num,1,4,4,27393.606,7.608049
fold4,25.737076648841352,103.75905448981906,batch.ind4,contrastReg_postrelapse_num,1,4,4,27393.606,7.608049
fold5,25.71043474430692,97.56340698354549,batch.ind4,contrastReg_postrelapse_num,1,4,4,27393.606,7.608049
fold6,16.266266784063394,102.57796388694659,batch.ind4,contrastReg_postrelapse_num,1,4,4,27393.606,7.608049
fold7,27.869246171448687,79.4505370580345,batch.ind4,contrastReg_postrelapse_num,1,4,4,27393.606,7.608049
fold8,38.02834195180988,100.13098514959188,batch.ind4,contrastReg_postrelapse_num,1,4,4,27393.606,7.608049
fold9,28.05021454505446,108.78544893606302,batch.ind4,contrastReg_postrelapse_num,1,4,4,27393.606,7.608049
fold10,29.60852627872172,114.3762860339421,batch.ind4,contrastReg_postrelapse_num,1,4,4,27393.606,7.608049
fold1,17.792681047765793,112.42614542037505,batch.ind5,contrastReg_postrelapse_num,1,5,5,27393.606,7.608049
fold2,32.01488003521902,140.40749064042836,batch.ind5,contrastReg_postrelapse_num,1,5,5,27393.606,7.608049
fold3,19.885026737967912,104.77138579904614,batch.ind5,contrastReg_postrelapse_num,1,5,5,27393.606,7.608049
fold4,14.02510727252723,77.11791435955143,batch.ind5,contrastReg_postrelapse_num,1,5,5,27393.606,7.608049
fold5,27.718644739449175,104.77561354479393,batch.ind5,contrastReg_postrelapse_num,1,5,5,27393.606,7.608049
fold6,27.957333039938387,103.69949857026444,batch.ind5,contrastReg_postrelapse_num,1,5,5,27393.606,7.608049
fold7,23.88591800356506,93.20151143028302,batch.ind5,contrastReg_postrelapse_num,1,5,5,27393.606,7.608049
fold8,28.406311941153152,108.19984296822435,batch.ind5,contrastReg_postrelapse_num,1,5,5,27393.606,7.608049
fold9,18.164968643415115,100.28125574543138,batch.ind5,contrastReg_postrelapse_num,1,5,5,27393.606,7.608049
fold10,40.363864713010905,113.0386060940179,batch.ind5,contrastReg_postrelapse_num,1,5,5,27393.606,7.608049
fold1,24.080982040672595,102.87891698827495,batch.ind1,contrastReg_postrelapse_num,2,1,6,27253.713,7.56921
fold2,33.970242678928955,116.4048182945128,batch.ind1,contrastReg_postrelapse_num,2,1,6,27253.713,7.56921
fold3,28.000077006006467,106.52787863654596,batch.ind1,contrastReg_postrelapse_num,2,1,6,27253.713,7.56921
fold4,46.019747843689494,126.28348249704426,batch.ind1,contrastReg_postrelapse_num,2,1,6,27253.713,7.56921
fold5,13.807791435368754,88.66325005251528,batch.ind1,contrastReg_postrelapse_num,2,1,6,27253.713,7.56921
fold6,33.98350971375768,123.76063994182512,batch.ind1,contrastReg_postrelapse_num,2,1,6,27253.713,7.56921
fold7,23.906231421336564,106.0929436289243,batch.ind1,contrastReg_postrelapse_num,2,1,6,27253.713,7.56921
fold8,26.101308485329103,101.34302735516775,batch.ind1,contrastReg_postrelapse_num,2,1,6,27253.713,7.56921
fold9,15.899867885060003,103.50710185623298,batch.ind1,contrastReg_postrelapse_num,2,1,6,27253.713,7.56921
fold10,19.813255399247076,72.64403722055796,batch.ind1,contrastReg_postrelapse_num,2,1,6,27253.713,7.56921
fold1,27.935585724344303,121.86217152025539,batch.ind2,contrastReg_postrelapse_num,2,2,7,27253.713,7.56921
fold2,23.889670896114193,116.68215392431613,batch.ind2,contrastReg_postrelapse_num,2,2,7,27253.713,7.56921
fold3,17.98465279000176,100.72536377065812,batch.ind2,contrastReg_postrelapse_num,2,2,7,27253.713,7.56921
fold4,23.863912421608536,111.57856026973056,batch.ind2,contrastReg_postrelapse_num,2,2,7,27253.713,7.56921
fold5,44.67453640488041,129.18638655159685,batch.ind2,contrastReg_postrelapse_num,2,2,7,27253.713,7.56921
fold6,29.548275178429815,115.27790841009792,batch.ind2,contrastReg_postrelapse_num,2,2,7,27253.713,7.56921
fold7,19.750473255558003,84.8089810304546,batch.ind2,contrastReg_postrelapse_num,2,2,7,27253.713,7.56921
fold8,32.10029702970297,78.08113281964746,batch.ind2,contrastReg_postrelapse_num,2,2,7,27253.713,7.56921
fold9,21.79454105216817,89.1041635008572,batch.ind2,contrastReg_postrelapse_num,2,2,7,27253.713,7.56921
fold10,22.010010780840904,77.00717332748668,batch.ind2,contrastReg_postrelapse_num,2,2,7,27253.713,7.56921
fold1,23.802631578947366,92.4836755466093,batch.ind3,contrastReg_postrelapse_num,2,3,8,27253.713,7.56921
fold2,30.215686274509803,83.99488788110602,batch.ind3,contrastReg_postrelapse_num,2,3,8,27253.713,7.56921
fold3,35.94118811881188,103.20312928212738,batch.ind3,contrastReg_postrelapse_num,2,3,8,27253.713,7.56921
fold4,17.79703646579266,95.3488014814617,batch.ind3,contrastReg_postrelapse_num,2,3,8,27253.713,7.56921
fold5,34.36952645135724,125.81396393409142,batch.ind3,contrastReg_postrelapse_num,2,3,8,27253.713,7.56921
fold6,21.915329768270944,91.43189352151786,batch.ind3,contrastReg_postrelapse_num,2,3,8,27253.713,7.56921
fold7,29.967433667290543,119.28943023962675,batch.ind3,contrastReg_postrelapse_num,2,3,8,27253.713,7.56921
fold8,17.84502917538258,111.58114364425181,batch.ind3,contrastReg_postrelapse_num,2,3,8,27253.713,7.56921
fold9,31.81854989547805,116.3315104139015,batch.ind3,contrastReg_postrelapse_num,2,3,8,27253.713,7.56921
fold10,34.03069306930693,125.02687376745888,batch.ind3,contrastReg_postrelapse_num,2,3,8,27253.713,7.56921
fold1,23.945632798573975,121.96744836942928,batch.ind4,contrastReg_postrelapse_num,2,4,9,27253.713,7.56921
fold2,20.01995555653341,95.88070633369772,batch.ind4,contrastReg_postrelapse_num,2,4,9,27253.713,7.56921
fold3,18.025646385741005,113.85528785274887,batch.ind4,contrastReg_postrelapse_num,2,4,9,27253.713,7.56921
fold4,37.74969743646165,118.55696108503113,batch.ind4,contrastReg_postrelapse_num,2,4,9,27253.713,7.56921
fold5,22.31339285714286,98.26617532023076,batch.ind4,contrastReg_postrelapse_num,2,4,9,27253.713,7.56921
fold6,21.979744746396744,89.51626478110713,batch.ind4,contrastReg_postrelapse_num,2,4,9,27253.713,7.56921
fold7,36.16193895079945,119.16083899576,batch.ind4,contrastReg_postrelapse_num,2,4,9,27253.713,7.56921
fold8,13.973262032085561,99.87747019659086,batch.ind4,contrastReg_postrelapse_num,2,4,9,27253.713,7.56921
fold9,23.838608848778343,77.54827676760645,batch.ind4,contrastReg_postrelapse_num,2,4,9,27253.713,7.56921
fold10,21.67885597323708,105.11391043438947,batch.ind4,contrastReg_postrelapse_num,2,4,9,27253.713,7.56921
fold1,34.216577540106954,112.91156278328643,batch.ind5,contrastReg_postrelapse_num,2,5,10,27253.713,7.56921
fold2,17.95480773466062,95.26105406652333,batch.ind5,contrastReg_postrelapse_num,2,5,10,27253.713,7.56921
fold3,40.03592017250484,101.69231383692969,batch.ind5,contrastReg_postrelapse_num,2,5,10,27253.713,7.56921
fold4,29.967312988872976,116.7791666958866,batch.ind5,contrastReg_postrelapse_num,2,5,10,27253.713,7.56921
fold5,27.571364116559558,91.7640662688118,batch.ind5,contrastReg_postrelapse_num,2,5,10,27253.713,7.56921
fold6,24.014860313057262,95.70512663509214,batch.ind5,contrastReg_postrelapse_num,2,5,10,27253.713,7.56921
fold7,26.01665529911333,114.23485445006393,batch.ind5,contrastReg_postrelapse_num,2,5,10,27253.713,7.56921
fold8,25.918863316317548,97.60814037714243,batch.ind5,contrastReg_postrelapse_num,2,5,10,27253.713,7.56921
fold9,32.35998239049086,108.83941031647849,batch.ind5,contrastReg_postrelapse_num,2,5,10,27253.713,7.56921
fold10,31.772109142920012,131.04066404252902,batch.ind5,contrastReg_postrelapse_num,2,5,10,27253.713,7.56921
fold1,28.216465226867445,128.0029838613542,batch.ind1,contrastReg_postrelapse_num,3,1,11,27230.894,7.562641
fold2,32.18743121285494,100.9911798777911,batch.ind1,contrastReg_postrelapse_num,3,1,11,27230.894,7.562641
fold3,17.735294117647058,69.26033373961867,batch.ind1,contrastReg_postrelapse_num,3,1,11,27230.894,7.562641
fold4,26.09536541889483,96.44532045909023,batch.ind1,contrastReg_postrelapse_num,3,1,11,27230.894,7.562641
fold5,16.005326173078615,95.5606537652167,batch.ind1,contrastReg_postrelapse_num,3,1,11,27230.894,7.562641
fold6,15.879956383822362,58.44747820819499,batch.ind1,contrastReg_postrelapse_num,3,1,11,27230.894,7.562641
fold7,25.680187516506734,126.0098210665434,batch.ind1,contrastReg_postrelapse_num,3,1,11,27230.894,7.562641
fold8,24.227678571428573,117.0813043903393,batch.ind1,contrastReg_postrelapse_num,3,1,11,27230.894,7.562641
fold9,31.91143140059412,86.12514077648298,batch.ind1,contrastReg_postrelapse_num,3,1,11,27230.894,7.562641
fold10,14.01029702970297,114.52944883810763,batch.ind1,contrastReg_postrelapse_num,3,1,11,27230.894,7.562641
fold1,18.160491381018428,119.59413138673064,batch.ind2,contrastReg_postrelapse_num,3,2,12,27230.894,7.562641
fold2,22.16550775662889,102.47886103720386,batch.ind2,contrastReg_postrelapse_num,3,2,12,27230.894,7.562641
fold3,35.96930558000352,99.88624334799488,batch.ind2,contrastReg_postrelapse_num,3,2,12,27230.894,7.562641
fold4,33.970615435428826,125.20258460589666,batch.ind2,contrastReg_postrelapse_num,3,2,12,27230.894,7.562641
fold5,17.885143460658334,97.43550315598628,batch.ind2,contrastReg_postrelapse_num,3,2,12,27230.894,7.562641
fold6,21.961070131013983,98.30162916891699,batch.ind2,contrastReg_postrelapse_num,3,2,12,27230.894,7.562641
fold7,33.98350971375767,105.29158350326685,batch.ind2,contrastReg_postrelapse_num,3,2,12,27230.894,7.562641
fold8,23.826203208556148,90.236616680148515,batch.ind2,contrastReg_postrelapse_num,3,2,12,27230.894,7.562641
fold9,29.827220459952418,84.55628742222446,batch.ind2,contrastReg_postrelapse_num,3,2,12,27230.894,7.562641
fold10,7.856677524429967,68.5388179650398,batch.ind2,contrastReg_postrelapse_num,3,2,12,27230.894,7.562641
fold1,20.53280585370154,98.75966290095273,batch.ind3,contrastReg_postrelapse_num,3,3,13,27230.894,7.562641
fold2,31.93765956510256,95.7714884921508,batch.ind3,contrastReg_postrelapse_num,3,3,13,27230.894,7.562641
fold3,13.884868421052634,68.01686743917818,batch.ind3,contrastReg_postrelapse_num,3,3,13,27230.894,7.562641
fold4,25.952033092765358,102.6803690532258,batch.ind3,contrastReg_postrelapse_num,3,3,13,27230.894,7.562641
fold5,18.160491381018428,103.82377804693377,batch.ind3,contrastReg_postrelapse_num,3,3,13,27230.894,7.562641
fold6,27.649341496718495,93.41351788350615,batch.ind3,contrastReg_postrelapse_num,3,3,13,27230.894,7.562641
fold7,36.0332665947944,116.9735118764315,batch.ind3,contrastReg_postrelapse_num,3,3,13,27230.894,7.562641
fold8,34.23149900946511,95.36490130132283,batch.ind3,contrastReg_postrelapse_num,3,3,13,27230.894,7.562641
fold9,23.902140908290793,101.95727246735851,batch.ind3,contrastReg_postrelapse_num,3,3,13,27230.894,7.562641
fold10,17.53370340999207,133.38695862447423,batch.ind3,contrastReg_postrelapse_num,3,3,13,27230.894,7.562641
fold1,30.02726372538233,110.47469895577454,batch.ind4,contrastReg_postrelapse_num,3,4,14,27230.894,7.562641
fold2,36.101984685794754,121.35895354557339,batch.ind4,contrastReg_postrelapse_num,3,4,14,27230.894,7.562641
fold3,27.968755500792113,103.21222973151255,batch.ind4,contrastReg_postrelapse_num,3,4,14,27230.894,7.562641
fold4,35.938991108372214,115.85218362521066,batch.ind4,contrastReg_postrelapse_num,3,4,14,27230.894,7.562641
fold5,35.75791327316751,109.686185710715,batch.ind4,contrastReg_postrelapse_num,3,4,14,27230.894,7.562641
fold6,24.340553046160625,107.72765789563576,batch.ind4,contrastReg_postrelapse_num,3,4,14,27230.894,7.562641
fold7,17.732169987889463,91.16330487195317,batch.ind4,contrastReg_postrelapse_num,3,4,14,27230.894,7.562641
fold8,27.894528152260108,110.27047648048304,batch.ind4,contrastReg_postrelapse_num,3,4,14,27230.894,7.562641
fold9,14.017547526843865,102.0605460327971,batch.ind4,contrastReg_postrelapse_num,3,4,14,27230.894,7.562641
fold10,22.06340400237765,92.75568506144907,batch.ind4,contrastReg_postrelapse_num,3,4,14,27230.894,7.562641
fold1,21.915329768270944,114.97333767680428,batch.ind5,contrastReg_postrelapse_num,3,5,15,27230.894,7.562641
fold2,27.968755500792113,101.93326127258013,batch.ind5,contrastReg_postrelapse_num,3,5,15,27230.894,7.562641
fold3,23.519204510417126,93.20723418853635,batch.ind5,contrastReg_postrelapse_num,3,5,15,27230.894,7.562641
fold4,16.063279857397504,109.7679732461711,batch.ind5,contrastReg_postrelapse_num,3,5,15,27230.894,7.562641
fold5,15.859340610969276,84.11279136589988,batch.ind5,contrastReg_postrelapse_num,3,5,15,27230.894,7.562641
fold6,32.11937784822667,95.88394675268086,batch.ind5,contrastReg_postrelapse_num,3,5,15,27230.894,7.562641
fold7,19.836748844375965,109.53597451864252,batch.ind5,contrastReg_postrelapse_num,3,5,15,27230.894,7.562641
fold8,29.9509900990099,96.97821944822819,batch.ind5,contrastReg_postrelapse_num,3,5,15,27230.894,7.562641
fold9,26.293952350516825,93.38267106630774,batch.ind5,contrastReg_postrelapse_num,3,5,15,27230.894,7.562641
fold10,33.99677674858639,132.02895389700765,batch.ind5,contrastReg_postrelapse_num,3,5,15,27230.894,7.562641
fold1,28.04651162790698,109.03557523893434,batch.ind1,contrastReg_postrelapse_num,4,1,16,27294.259,7.580321
fold2,26.09536541889483,105.42305773034121,batch.ind1,contrastReg_postrelapse_num,4,1,16,27294.259,7.580321
fold3,36.10301562843936,98.30305910982484,batch.ind1,contrastReg_postrelapse_num,4,1,16,27294.259,7.580321
fold4,11.901315789473683,92.59835533770662,batch.ind1,contrastReg_postrelapse_num,4,1,16,27294.259,7.580321
fold5,18.04248833524078,102.90424259011435,batch.ind1,contrastReg_postrelapse_num,4,1,16,27294.259,7.580321
fold6,24.18776027321802,117.33870207865672,batch.ind1,contrastReg_postrelapse_num,4,1,16,27294.259,7.580321
fold7,21.84821094352086,115.70131054674651,batch.ind1,contrastReg_postrelapse_num,4,1,16,27294.259,7.580321
fold8,30.08029285478366,118.87327306173208,batch.ind1,contrastReg_postrelapse_num,4,1,16,27294.259,7.580321
fold9,28.04049504950495,104.9861272287393,batch.ind1,contrastReg_postrelapse_num,4,1,16,27294.259,7.580321
fold10,20.006657716348272,86.11416794397083,batch.ind1,contrastReg_postrelapse_num,4,1,16,27294.259,7.580321
fold1,20.00049504950495,105.88481834631102,batch.ind2,contrastReg_postrelapse_num,4,2,17,27294.259,7.580321
fold2,21.967092229804095,103.52084028455448,batch.ind2,contrastReg_postrelapse_num,4,2,17,27294.259,7.580321
fold3,33.88639665419326,103.46020707444855,batch.ind2,contrastReg_postrelapse_num,4,2,17,27294.259,7.580321
fold4,32.25117252009248,124.43137788602984,batch.ind2,contrastReg_postrelapse_num,4,2,17,27294.259,7.580321
fold5,10.112818029756141,81.78832260482194,batch.ind2,contrastReg_postrelapse_num,4,2,17,27294.259,7.580321
fold6,32.01488003521902,103.89921186598875,batch.ind2,contrastReg_postrelapse_num,4,2,17,27294.259,7.580321
fold7,27.9409900990099,96.22914672576087,batch.ind2,contrastReg_postrelapse_num,4,2,17,27294.259,7.580321
fold8,18.13778340303764,98.4312301209388,batch.ind2,contrastReg_postrelapse_num,4,2,17,27294.259,7.580321
fold9,25.629460251691533,106.51128843008834,batch.ind2,contrastReg_postrelapse_num,4,2,17,27294.259,7.580321
fold10,30.130099009900988,135.6028674243194,batch.ind2,contrastReg_postrelapse_num,4,2,17,27294.259,7.580321
fold1,27.96089108910891,118.75123752210949,batch.ind3,contrastReg_postrelapse_num,4,3,18,27294.259,7.580321
fold2,25.61764705882353,113.37391306469696,batch.ind3,contrastReg_postrelapse_num,4,3,18,27294.259,7.580321
fold3,35.77028692131667,100.44799996168646,batch.ind3,contrastReg_postrelapse_num,4,3,18,27294.259,7.580321
fold4,44.27928681488004,137.0152469602579,batch.ind3,contrastReg_postrelapse_num,4,3,18,27294.259,7.580321
fold5,28.17347343378271,101.06798245256934,batch.ind3,contrastReg_postrelapse_num,4,3,18,27294.259,7.580321
fold6,16.14206272298815,78.89256012896105,batch.ind3,contrastReg_postrelapse_num,4,3,18,27294.259,7.580321
fold7,13.973262032085561,101.20141382419436,batch.ind3,contrastReg_postrelapse_num,4,3,18,27294.259,7.580321
fold8,28.6519665087584,94.63976080528465,batch.ind3,contrastReg_postrelapse_num,4,3,18,27294.259,7.580321
fold9,20.000055004290335,95.14719640534426,batch.ind3,contrastReg_postrelapse_num,4,3,18,27294.259,7.580321
fold10,30.05181746171449,101.95877997807455,batch.ind3,contrastReg_postrelapse_num,4,3,18,27294.259,7.580321
fold1,31.86952121105439,111.03975208980401,batch.ind4,contrastReg_postrelapse_num,4,4,19,27294.259,7.580321
fold2,39.92520309094512,107.531787643787,batch.ind4,contrastReg_postrelapse_num,4,4,19,27294.259,7.580321
fold3,21.930891089108908,109.05960518023053,batch.ind4,contrastReg_postrelapse_num,4,4,19,27294.259,7.580321
fold4,36.66362234218354,93.87337339065114,batch.ind4,contrastReg_postrelapse_num,4,4,19,27294.259,7.580321
fold5,16.067439711318432,94.72329158725346,batch.ind4,contrastReg_postrelapse_num,4,4,19,27294.259,7.580321
fold6,13.895171229861784,97.23721224049967,batch.ind4,contrastReg_postrelapse_num,4,4,19,27294.259,7.580321
fold7,39.889483065953655,138.75887269847894,batch.ind4,contrastReg_postrelapse_num,4,4,19,27294.259,7.580321
fold8,9.931686654197382,116.4237652617522,batch.ind4,contrastReg_postrelapse_num,4,4,19,27294.259,7.580321
fold9,19.885026737967912,89.21038870404736,batch.ind4,contrastReg_postrelapse_num,4,4,19,27294.259,7.580321
fold10,26.240781126090404,78.0419454590161,batch.ind4,contrastReg_postrelapse_num,4,4,19,27294.259,7.580321
fold1,25.71043474430692,116.1733340653403,batch.ind5,contrastReg_postrelapse_num,4,5,20,27294.259,7.580321
fold2,14.01029702970297,108.6388102547421,batch.ind5,contrastReg_postrelapse_num,4,5,20,27294.259,7.580321
fold3,40.00891265597148,100.99525268386242,batch.ind5,contrastReg_postrelapse_num,4,5,20,27294.259,7.580321
fold4,30.073704477940367,115.54571853107633,batch.ind5,contrastReg_postrelapse_num,4,5,20,27294.259,7.580321
fold5,24.64613859204583,79.75281668427026,batch.ind5,contrastReg_postrelapse_num,4,5,20,27294.259,7.580321
fold6,14.06756578223054,79.46404622123917,batch.ind5,contrastReg_postrelapse_num,4,5,20,27294.259,7.580321
fold7,16.00004400343227,96.00297009614388,batch.ind5,contrastReg_postrelapse_num,4,5,20,27294.259,7.580321
fold8,31.966920419792743,98.07110195663023,batch.ind5,contrastReg_postrelapse_num,4,5,20,27294.259,7.580321
fold9,31.70855614973262,97.3651163159558,batch.ind5,contrastReg_postrelapse_num,4,5,20,27294.259,7.580321
fold10,20.27219970928952,114.7206583612818,batch.ind5,contrastReg_postrelapse_num,4,5,20,27294.259,7.580321
fold1,22.13964340744002,102.41734129859282,batch.ind1,contrastReg_postrelapse_num,5,1,21,27387.724,7.606476
fold2,23.91529621557361,85.75929344246221,batch.ind1,contrastReg_postrelapse_num,5,1,21,27387.724,7.606476
fold3,28.153988459674935,88.42880428741427,batch.ind1,contrastReg_postrelapse_num,5,1,21,27387.724,7.606476
fold4,3.9540983606557374,95.88402896025002,batch.ind1,contrastReg_postrelapse_num,5,1,21,27387.724,7.606476
fold5,39.427382603526844,106.89250572340737,batch.ind1,contrastReg_postrelapse_num,5,1,21,27387.724,7.606476
fold6,24.097435615232225,146.41237700801966,batch.ind1,contrastReg_postrelapse_num,5,1,21,27387.724,7.606476
fold7,36.04371530531324,112.61970470943989,batch.ind1,contrastReg_postrelapse_num,5,1,21,27387.724,7.606476
fold8,24.24480898381592,104.65855002270868,batch.ind1,contrastReg_postrelapse_num,5,1,21,27387.724,7.606476
fold9,23.945632798573975,84.46050796648694,batch.ind1,contrastReg_postrelapse_num,5,1,21,27387.724,7.606476
fold10,13.918038197500438,98.36142350288996,batch.ind1,contrastReg_postrelapse_num,5,1,21,27387.724,7.606476
fold1,27.882088466709277,101.46878945592253,batch.ind2,contrastReg_postrelapse_num,5,2,22,27387.724,7.606476
fold2,26.415688649124736,104.90281698260237,batch.ind2,contrastReg_postrelapse_num,5,2,22,27387.724,7.606476
fold3,18.060927283534774,128.34535896454233,batch.ind2,contrastReg_postrelapse_num,5,2,22,27387.724,7.606476
fold4,22.16550775662889,70.2346201367585,batch.ind2,contrastReg_postrelapse_num,5,2,22,27387.724,7.606476
fold5,34.16712509627021,98.55191782471444,batch.ind2,contrastReg_postrelapse_num,5,2,22,27387.724,7.606476
